Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,111.728554,112.149643,110.353004,111.868919,57.777222,1024222
1996-01-02,111.728554,112.149643,109.510826,109.791557,56.704330,1695431
1996-01-03,109.791557,112.290009,109.510826,109.819626,56.718826,1351411
1996-01-04,108.079132,108.079132,103.868256,106.338638,54.920982,3478582
1996-01-05,105.047302,105.552605,103.166443,104.233200,53.833580,3013803
1996-01-08,103.587532,103.868256,99.432800,100.331123,51.818268,3675215
1996-01-09,98.253754,100.696068,98.253754,99.853889,51.571793,3696410
1996-01-10,99.853889,101.762817,98.253754,99.320511,51.296326,3592305
1996-01-11,99.376656,102.155830,99.039787,101.650528,52.499699,2771929
1996-01-12,101.650528,103.250664,100.639915,101.257515,52.296734,3159319
1996-01-15,100.639915,101.818962,100.190758,100.415337,51.861774,1335203
1996-01-16,100.415337,101.061005,99.432800,100.218834,51.760281,1946566
1996-01-17,99.376656,100.106544,96.288681,96.822060,50.005939,2551251
1996-01-18,95.474579,96.148315,93.200706,94.772766,48.947536,3193071
1996-01-19,93.621796,95.109634,93.200706,93.958664,48.527073,2007836
1996-01-22,94.885056,95.811447,93.902519,94.941200,49.034527,1528898
1996-01-23,94.183243,95.334213,89.832008,91.179489,47.091702,1675215
1996-01-24,91.179489,103.250664,88.428383,89.944298,46.453766,2070887
1996-01-25,89.832008,90.140800,87.445847,88.007294,45.453346,1592038
1996-01-26,88.007294,88.007294,88.007294,88.007294,45.453346,0
1996-01-29,87.052826,92.639259,87.052826,92.021660,47.526661,3235372
1996-01-30,93.762154,95.446503,90.954903,92.807693,47.932621,3201976
1996-01-31,93.200706,97.130859,92.498894,93.734085,48.411087,3476533
1996-02-01,92.948051,96.148315,92.948051,95.839523,49.498489,1847537
1996-02-02,97.832672,104.008621,96.569405,102.829575,53.108669,3973372
1996-02-05,107.236954,113.412910,103.026077,106.843941,55.181961,6892153
1996-02-06,107.517685,108.079132,96.007957,97.804596,50.513382,4002404
1996-02-07,97.804596,103.306808,96.288681,101.650528,52.499699,4535042
1996-02-08,102.183907,117.006187,101.903183,116.416664,60.126007,11450974
1996-02-09,124.080460,125.203362,118.494034,123.210213,63.634678,11968295
1996-02-12,120.655617,122.676834,114.535805,116.276299,60.053509,8375901
1996-02-13,115.658707,118.746681,113.581345,116.332443,60.082516,7238578
1996-02-14,120.711761,124.641907,118.465958,119.616928,61.778866,6725709
1996-02-15,116.781609,122.115379,115.939430,117.960655,60.923439,5569952
1996-02-16,117.343056,117.343056,114.816528,115.490273,59.647556,3611897
1996-02-19,116.781609,118.437881,115.658707,116.192085,60.010017,2468518
1996-02-20,116.192085,116.360519,110.184570,111.728554,57.704727,3523198
1996-02-21,111.728554,111.728554,111.728554,111.728554,57.704727,0
1996-02-22,114.255081,117.343056,114.255081,116.753532,60.299988,3295395
1996-02-23,116.500885,117.286911,114.423515,115.742928,59.778042,2908094
1996-02-26,116.248230,120.094162,115.883286,116.444740,60.140511,7000801
1996-02-27,116.669319,116.669319,113.693634,114.563881,59.169098,4027250
1996-02-28,117.343056,118.129089,115.434128,115.686783,59.749054,3392643
1996-02-29,114.844604,115.097260,107.096596,108.359856,55.964901,6702466
1996-03-01,109.735413,110.577583,107.573830,109.595047,56.602837,5607978
1996-03-04,109.482758,110.521439,107.798409,109.033600,56.312870,3652328
1996-03-05,109.033600,109.033600,109.033600,109.033600,56.312870,0
1996-03-06,109.763481,111.588196,109.370468,111.054817,57.356777,2477958
1996-03-07,111.503975,113.076035,109.763481,110.240715,56.936310,3227179
1996-03-08,109.482758,110.044205,108.219498,109.707336,56.660831,2487042
1996-03-11,108.079132,109.202034,106.422852,107.601898,55.573433,3201887
1996-03-12,107.798409,107.910698,98.281830,106.114059,54.805000,2294237
1996-03-13,107.517685,110.746017,106.787796,110.324928,56.979801,3583399
1996-03-14,110.324928,111.953140,108.809013,109.202034,56.399853,3237242
1996-03-15,109.061668,109.707336,106.535141,106.900085,55.210976,3323982
1996-03-18,105.833328,106.647430,102.183907,102.492706,52.934662,3500934
1996-03-19,102.211983,103.587532,96.007957,98.057251,50.643871,3195742
1996-03-20,98.057251,98.057251,98.057251,98.057251,50.643871,0
1996-03-21,101.341728,104.991158,101.341728,104.148979,53.790092,2355596
1996-03-22,103.166443,103.643677,100.639915,102.492706,52.934662,2895805
1996-03-25,103.868256,108.303711,103.671745,105.552605,54.515018,6199126
1996-03-26,105.580681,109.959991,105.243813,108.416000,55.993885,7717071
1996-03-27,111.167107,113.244469,110.409149,111.419762,57.545254,5438685
1996-03-28,111.728554,113.104111,111.728554,112.767242,58.241196,2545195
1996-03-29,112.290009,113.188324,110.184570,110.774094,57.211777,2830616
1996-04-01,111.728554,112.739166,110.689873,112.205788,57.951206,3088164
1996-04-02,112.290009,114.816528,111.728554,112.711098,58.212200,5286222
1996-04-03,115.658707,117.034264,114.535805,114.816528,59.299587,4335025
1996-04-04,113.833992,113.833992,112.149643,113.609413,58.676136,2445542
1996-04-05,113.609413,113.609413,113.609413,113.609413,58.676136,0
1996-04-08,117.764145,119.027405,116.248230,118.269447,61.082924,4764003
1996-04-09,120.066093,122.396111,119.055481,119.897652,61.923836,5484281
1996-04-10,121.273209,123.771660,121.273209,122.255745,63.141739,12639058
1996-04-11,121.273209,122.508400,120.459106,120.683685,62.329807,9755721
1996-04-12,120.711761,121.806587,120.150307,121.582008,62.793766,4667200
1996-04-15,122.957558,123.462860,120.852119,121.301277,62.648792,5324872
1996-04-16,121.273209,121.834656,119.308136,119.869583,61.909363,5180781
1996-04-17,121.862732,128.291336,121.862732,126.971924,65.577522,12038560
1996-04-18,130.256409,133.625107,129.133514,132.811005,68.593246,12942469
